Horse ID,Price_Back_1,Price_Lay_1,Horse Volume %
55345341,5.3,5.8,12.18346565
56584908,11,13.5,14.49035796
55432876,16,18,0.674317677
56777089,44,55,0.089360054
736812,10.5,15,5.021242074
56330232,11,12.5,3.286803075
240980,5.1,5.3,40.50663796
8887142,8.4,9.8,12.96513738
54944458,27,40,1.452329614
15233,18.5,21,3.979724722
18670569,10,11,5.350623843
55345341,5.3,5.8,12.18346565
56584908,12,14.5,14.49035796
55432876,16,18,0.674317677
56777089,44,55,0.089360054
736812,10.5,15,5.021242074
56330232,11,12.5,3.286803075
240980,5.1,5.4,40.50663796
8887142,8.6,9.8,13.1697492
54944458,27,40,1.43583373
15233,18.5,21,3.934522122
18670569,9.2,11,6.073799803
55345341,5.3,5.7,12.04508313
56584908,12,14.5,14.32577325
55432876,16,18,0.666658626
56777089,44,55,0.088345083
736812,10.5,14,4.964209688
56330232,11,12.5,3.249470834
240980,5.1,5.4,40.04655454
8887142,8.4,9.8,13.13687275
54944458,27,40,1.432249371
15233,18.5,21,3.924700136
18670569,9.2,10.5,6.058637408
55345341,5.7,6,12.01561579
56584908,11,14,14.29001095
55432876,16,18,0.664994406
56777089,42,60,0.088124541
736812,10,14.5,5.20085177
56330232,11,12,3.241358983
240980,5.1,5.4,39.9465839
8887142,8.6,9.8,13.18909235
54944458,27,40,1.431388344
15233,14,19,3.92234072
18670569,9.2,10,6.054995131
55345341,5.8,5.9,12.00839235
56584908,11,14,14.28142021
55432876,16,18,0.66459463
56777089,42,60,0.088071563
736812,12,14,5.197725169
56330232,12.5,13.5,3.239410371
240980,5.1,5.3,39.92256916
8887142,8.6,9.4,13.2422917
54944458,27,40,1.430511163
15233,14,19,3.919937036
18670569,9.2,10,6.051284516
55345341,5.8,5.9,12.00103338
56584908,10,11,14.27266828
55432876,16,18,0.664187354
56777089,46,70,0.088017592
736812,11.5,13,5.194539905
56330232,12,12.5,3.2374252
240980,5.1,5.3,39.89810387
8887142,9,9.4,13.11570034
54944458,28,40,1.416836011
15233,15,19.5,3.882463902
18670569,9.2,10.5,5.993436497
55345341,5.1,5.9,12.84227063
56584908,10,11,14.13622691
55432876,16.5,18,0.657837971
56777089,50,75,0.087176176
736812,12.5,14,5.144882044
56330232,11.5,12,3.206476625
240980,5.2,5.4,39.5166929
8887142,9,9.4,13.11570034
54944458,28,40,1.416836011
15233,17.5,19,3.882463902
18670569,9.2,10.5,5.993436497
55345341,5.1,5.9,12.84227063
56584908,10,10.5,14.13622691
55432876,16.5,18,0.657837971
56777089,65,75,0.087176176
736812,12.5,14,5.144882044
56330232,11.5,12,3.206476625
240980,5.1,5.4,39.5166929
8887142,9,9.4,13.11570034
54944458,28,40,1.416836011
15233,17,20,3.882463902
18670569,9.2,10.5,5.993436497
55345341,5,5.5,12.84227063
56584908,10,10.5,14.13622691
55432876,16.5,18,0.657837971
56777089,48,75,0.087176176
736812,12.5,14,5.144882044
56330232,12,13.5,3.206476625
240980,5.4,5.5,39.5166929
8887142,9,9.4,13.11570034
54944458,25,36,1.416836011
15233,17.5,20,3.882463902
18670569,9.4,10.5,5.993436497
55345341,5,5.5,12.84227063
56584908,10.5,11.5,14.13622691
55432876,16.5,17,0.657837971
56777089,44,75,0.087176176
736812,13,14.5,5.144882044
56330232,12,13.5,3.206476625
240980,5.1,5.5,39.5166929
8887142,9.4,10,13.03149767
54944458,27,34,1.388556799
15233,20,21,3.804972211
18670569,10,11,5.873811037
55345341,5.5,5.9,12.58594648
56584908,8.6,9,13.85407615
55432876,16.5,17,0.644707913
56777089,50,75,0.085436191
736812,12,13,5.58980131
56330232,12,12.5,3.142477241
240980,4.8,5.2,39.998717
8887142,9.6,10,13.18362943
54944458,26,32,1.381034413
15233,20,21,3.784359104
18670569,10.5,11,5.841990174
55345341,5.7,6,12.57576549
56584908,7.8,8.2,13.77902289
55432876,16.5,17,0.641215264
56777089,50,75,0.084973348
736812,12.5,13.5,5.820529329
56330232,12,12.5,3.125453143
240980,5,5.2,39.78202741
8887142,9.8,10,13.39246889
54944458,26,30,1.353429189
15233,20,21,3.721219735
18670569,9.8,10.5,7.077792336
55345341,5.8,6,12.324391
56584908,8.2,8.4,13.53770247
55432876,16.5,17,0.628398139
56777089,50,75,0.083274833
736812,12.5,14.5,5.831511992
56330232,12,12.5,3.062979079
240980,5,5.3,38.98683234
8887142,9.8,10,13.32844608
54944458,26,30,1.33753525
15233,20,21,3.677519746
18670569,9.8,10.5,7.050849933
55345341,5.8,5.9,13.20457942
56584908,8.2,8.4,13.37872302
55432876,16.5,17,0.621018572
56777089,50,75,0.082296898
736812,12.5,14.5,5.763029874
56330232,12,12.5,3.027009112
240980,5,5.3,38.5289921
8887142,10,10.5,13.62448253
54944458,20,25,1.311603643
15233,20,21,4.192063724
18670569,9.8,10.5,7.014132378
55345341,5.8,5.9,12.94857423
56584908,7.8,8.2,13.11934161
55432876,16.5,18,0.608978508
56777089,50,75,0.080701358
736812,12.5,13.5,6.065822562
56330232,12,14,2.968322651
240980,5,5.3,38.0659768
8887142,9.6,10.5,13.76880604
54944458,21,25,1.273888758
15233,20,21,4.071521818
18670569,9.6,10,7.347732574
55345341,5.6,5.8,12.701436
56584908,7.6,8,12.74209772
55432876,16,16.5,0.59146746
56777089,60,75,0.078380808
736812,13.5,14.5,7.570301967
56330232,12.5,14,2.882969161
240980,5.1,5.3,36.97139769
8887142,10,11,13.59823516
54944458,20,22,1.425872842
15233,20,21,4.021082945
18670569,9.6,10,7.256707309
55345341,5.8,6.2,12.98635421
56584908,7.6,8,12.58424591
55432876,16,16.5,0.584140236
56777089,60,75,0.07740981
736812,14,15.5,8.105309045
56330232,13,14,2.84725433
240980,5.2,5.3,36.5133882
8887142,10,11,13.59823516
54944458,20,21,1.425872842
15233,21,22,4.021082945
18670569,9.6,10,7.256707309
55345341,6,6.4,12.98635421
56584908,7.6,8,12.58424591
55432876,16.5,18,0.584140236
56777089,55,75,0.07740981
736812,12,13.5,8.105309045
56330232,13,14,2.84725433
240980,5,5.3,36.5133882
8887142,10,11,13.44478548
54944458,20,21,1.409782538
15233,21,23,4.291255796
18670569,9.6,10,7.174818781
55345341,6.4,6.8,12.90485209
56584908,7.8,8.4,12.44223862
55432876,16.5,17.5,0.577548488
56777089,55,75,0.076536276
736812,12,13,8.013844446
56330232,13.5,14,2.815124404
240980,4.9,5,36.84921309
8887142,10,11,13.17723081
54944458,19.5,21,1.780859093
15233,21,22,4.301865345
18670569,9.4,10,7.671314241
55345341,6.6,6.8,12.64804223
56584908,8,8.2,12.67748427
55432876,16,17.5,0.566055126
56777089,60,80,0.075013185
736812,11.5,12,7.854366894
56330232,13.5,14,2.810306248
240980,5,5.2,36.43746256
